SiteID,Year,DOY,Season,Treatment,n_Replicates,R_avg_umol.m2.s,Resp_stdev,Moist_avg_cm3.cm.3,Moist_stdev,Stemp_Avg_C,Stemp_SD_C,WarmingStart,EcosystemType,sand_pct,silt_pct,clay_pct
17,2009,191.5,Growing,C,6,5.328333333,0.4761244,0.122750954,0.013545973,18.57916667,1.583372719,2008,BorealForest,60.9,30.5,8.6
17,2009,191.5,Growing,W,6,4.998578115,1.955449915,0.10826376,0.0175863,20.20708333,1.344274355,2008,BorealForest,60.9,30.5,8.6
17,2009,191.5,Growing,W1,6,3.872777778,1.47867909,0.101209199,0.011338859,22.07864583,1.271106704,2008,BorealForest,60.9,30.5,8.6
17,2009,207.5,Growing,C,2,7.565833333,0.19916841,0.221366269,0.028506936,18.2125,0.675286976,2008,BorealForest,60.9,30.5,8.6
17,2009,207.5,Growing,W,3,5.814444444,0.374523154,0.223336155,0.021499376,19.36333333,0.484189615,2008,BorealForest,60.9,30.5,8.6
17,2009,207.5,Growing,W1,3,6.997222222,0.804605378,0.198838735,0.010966773,21.53583333,0.578577638,2008,BorealForest,60.9,30.5,8.6
17,2009,219.5,Growing,C,6,5.328669954,0.699302272,0.220630839,0.014942001,15.08083333,0.722083213,2008,BorealForest,60.9,30.5,8.6
17,2009,219.5,Growing,W,6,5.755555556,1.883277187,0.200978851,0.024677034,16.61958333,0.542580447,2008,BorealForest,60.9,30.5,8.6
17,2009,219.5,Growing,W1,6,6.346944444,0.887521779,0.186309736,0.019682579,18.51133333,0.454699534,2008,BorealForest,60.9,30.5,8.6
17,2009,239.5,Growing,C,6,6.161658014,1.283964724,0.219380507,0.018617761,17.75791667,0.957960616,2008,BorealForest,60.9,30.5,8.6
17,2009,239.5,Growing,W,6,7.021698883,1.867253264,0.207619708,0.02346821,19.27708333,0.745859264,2008,BorealForest,60.9,30.5,8.6
17,2009,239.5,Growing,W1,6,7.104611749,1.345952461,0.192246219,0.022442781,21.18270833,0.843149756,2008,BorealForest,60.9,30.5,8.6
17,2009,261.5,Growing,C,4,5.263125,0.673075575,0.186212541,0.008700152,16.973125,0.417439492,2008,BorealForest,60.9,30.5,8.6
17,2009,261.5,Growing,W,4,6.124375,1.338762449,0.16267155,0.027714376,18.8275,0.271462091,2008,BorealForest,60.9,30.5,8.6
17,2009,261.5,Growing,W1,4,5.565776664,1.356820713,0.137566193,0.014466081,20.774375,0.134573013,2008,BorealForest,60.9,30.5,8.6
17,2009,262.5,Growing,C,2,7.5175,0.417193001,0.144671457,0.026974789,19.0375,0.392444264,2008,BorealForest,60.9,30.5,8.6
17,2009,262.5,Growing,W,2,5.635,0.350017857,0.135146237,0.039880655,20.43125,0.008838835,2008,BorealForest,60.9,30.5,8.6
17,2009,262.5,Growing,W1,2,5.22,1.177332791,0.118677071,0.013876085,22.435,0.007071068,2008,BorealForest,60.9,30.5,8.6
17,2009,280.5,Shoulder,C,6,2.91125,0.31444296,0.239580817,0.028629232,9.03875,0.379976151,2008,BorealForest,60.9,30.5,8.6
17,2009,280.5,Shoulder,W,6,3.340579817,1.026535928,0.222534283,0.020726152,10.98458333,0.403875496,2008,BorealForest,60.9,30.5,8.6
17,2009,280.5,Shoulder,W1,6,3.515276605,0.654094477,0.189916107,0.024528409,12.70083333,0.674224864,2008,BorealForest,60.9,30.5,8.6
17,2010,97.5,Shoulder,C,2,1.710048618,0.177711939,0.223890889,0.013390077,5.997125,0.052502679,2008,BorealForest,60.9,30.5,8.6
17,2010,97.5,Shoulder,W,2,1.734337701,0.121328777,0.19764776,0.003210279,7.5245,0.133289628,2008,BorealForest,60.9,30.5,8.6
17,2010,97.5,Shoulder,W1,2,2.470494988,0.256803876,0.206361113,0.009320473,9.4375,0.141421356,2008,BorealForest,60.9,30.5,8.6
17,2010,98.5,Shoulder,C,4,1.48825,0.197860852,0.237782311,0.021089189,5.5168125,1.640148867,2008,BorealForest,60.9,30.5,8.6
17,2010,98.5,Shoulder,W,4,1.881358509,0.31638955,0.233688477,0.020739668,7.75075,1.132590007,2008,BorealForest,60.9,30.5,8.6
17,2010,98.5,Shoulder,W1,4,2.273690356,0.293340827,0.242922363,0.017748693,9.450375,1.393111528,2008,BorealForest,60.9,30.5,8.6
17,2010,111.5,Shoulder,C,2,1.825,0.098994949,0.220812936,0.014026403,7.653125,1.487575891,2008,BorealForest,60.9,30.5,8.6
17,2010,111.5,Shoulder,W,2,2.991666667,1.147870008,0.218420514,0.012199503,9.81125,0.171473394,2008,BorealForest,60.9,30.5,8.6
17,2010,111.5,Shoulder,W1,2,2.73375,0.005303301,0.226232213,0.008215268,11.8025,0.007071068,2008,BorealForest,60.9,30.5,8.6
17,2010,112.5,Shoulder,C,4,2.2525,0.770538232,0.232111298,0.019335461,6.64,2.132668272,2008,BorealForest,60.9,30.5,8.6
17,2010,112.5,Shoulder,W,4,2.2225,0.782802125,0.214737308,0.031452135,8.51359375,2.350924741,2008,BorealForest,60.9,30.5,8.6
17,2010,112.5,Shoulder,W1,4,2.714375,0.790259385,0.213413771,0.030392613,10.280625,2.013343379,2008,BorealForest,60.9,30.5,8.6
17,2010,132.5,Growing,C,6,2.052404056,0.469415044,0.243218086,0.018892375,7.028791667,1.269577188,2008,BorealForest,60.9,30.5,8.6
17,2010,132.5,Growing,W,6,2.515,0.572217179,0.228739614,0.021294836,9.217041667,1.328707364,2008,BorealForest,60.9,30.5,8.6
17,2010,132.5,Growing,W1,6,3.02375,0.644871596,0.233644686,0.024145437,10.933125,1.260218669,2008,BorealForest,60.9,30.5,8.6
17,2010,146.5,Growing,C,4,5.495,0.751315513,0.216940312,0.014681107,17.180625,0.700512833,2008,BorealForest,60.9,30.5,8.6
17,2010,146.5,Growing,W,4,6.164375,1.491171764,0.210741505,0.012465076,18.55375,0.568655212,2008,BorealForest,60.9,30.5,8.6
17,2010,146.5,Growing,W1,4,7.185,1.54945555,0.207823221,0.023503989,20.425,0.497615146,2008,BorealForest,60.9,30.5,8.6
17,2010,147.5,Growing,C,2,6.3325,0.222738636,0.20959814,0.023749253,15.08,0.353553391,2008,BorealForest,60.9,30.5,8.6
17,2010,147.5,Growing,W,2,5.19625,0.334107954,0.185426566,0.018458678,16.81,0.201525433,2008,BorealForest,60.9,30.5,8.6
17,2010,147.5,Growing,W1,2,6.07625,0.892722311,0.16911302,0.001300977,18.83275,0.053386562,2008,BorealForest,60.9,30.5,8.6
17,2010,160.5,Growing,C,6,4.57625,0.638019886,0.227519478,0.01794655,13.30833333,0.648653734,2008,BorealForest,60.9,30.5,8.6
17,2010,160.5,Growing,W,6,4.614583333,0.940193353,0.213442295,0.012158819,14.84708333,0.528117924,2008,BorealForest,60.9,30.5,8.6
17,2010,160.5,Growing,W1,6,5.252916667,0.761482791,0.194574477,0.015603728,16.789375,0.669576242,2008,BorealForest,60.9,30.5,8.6
17,2010,174.5,Growing,C,6,6.615,1.067713679,0.231020134,0.014289766,17.41104167,0.354157819,2008,BorealForest,60.9,30.5,8.6
17,2010,174.5,Growing,W,6,6.60875,1.444155246,0.216283312,0.015736962,18.91541667,0.37252321,2008,BorealForest,60.9,30.5,8.6
17,2010,174.5,Growing,W1,6,7.02875,1.296545169,0.194932846,0.021894062,20.925,0.255714685,2008,BorealForest,60.9,30.5,8.6
17,2010,189.5,Growing,C,6,7.544166667,0.789811159,0.189387271,0.015228136,19.53083333,0.829741928,2008,BorealForest,60.9,30.5,8.6
17,2010,189.5,Growing,W,6,6.962916667,1.193938249,0.172408449,0.022913716,21.23791667,0.648562674,2008,BorealForest,60.9,30.5,8.6
17,2010,189.5,Growing,W1,6,6.793333333,1.211416182,0.147034235,0.018208904,23.09258333,0.546548298,2008,BorealForest,60.9,30.5,8.6
17,2010,204.5,Growing,C,5,6.7085,1.288843474,0.171232744,0.01769083,19.0555,0.513055796,2008,BorealForest,60.9,30.5,8.6
17,2010,204.5,Growing,W,5,5.700940014,1.705664496,0.156842526,0.027108875,20.866,0.394020145,2008,BorealForest,60.9,30.5,8.6
17,2010,204.5,Growing,W1,5,5.830622402,1.610087601,0.135226122,0.018870065,22.7875,0.38615897,2008,BorealForest,60.9,30.5,8.6
17,2010,217.5,Growing,C,6,6.683333333,1.154159507,0.195028009,0.016615616,19.25708333,0.392063186,2008,BorealForest,60.9,30.5,8.6
17,2010,217.5,Growing,W,6,5.76,0.543007827,0.168843709,0.019865797,21.02854167,0.416485606,2008,BorealForest,60.9,30.5,8.6
17,2010,217.5,Growing,W1,6,6.660173353,1.060687213,0.150986573,0.01939103,22.97625,0.377202697,2008,BorealForest,60.9,30.5,8.6
17,2010,233.5,Growing,C,6,5.62125,0.947278668,0.25480451,0.015024622,17.200625,0.925617277,2008,BorealForest,60.9,30.5,8.6
17,2010,233.5,Growing,W,6,5.687366111,1.162450451,0.224822522,0.01766414,19.23333333,0.98958914,2008,BorealForest,60.9,30.5,8.6
17,2010,233.5,Growing,W1,6,6.30625,0.674562358,0.224096886,0.013231025,20.71791667,0.287734325,2008,BorealForest,60.9,30.5,8.6
17,2010,244.5,Growing,C,6,6.390416667,0.441442003,0.210951599,0.021861439,18.65875,0.592519514,2008,BorealForest,60.9,30.5,8.6
17,2010,244.5,Growing,W,6,5.79375,0.335818962,0.189352934,0.017717357,20.21083333,0.699186432,2008,BorealForest,60.9,30.5,8.6
17,2010,244.5,Growing,W1,6,6.753546243,1.139440258,0.169438843,0.017822701,22.11866667,0.639783687,2008,BorealForest,60.9,30.5,8.6
17,2010,259.5,Growing,C,6,3.528333333,0.291245887,0.256643824,0.026512794,11.310625,0.452937461,2008,BorealForest,60.9,30.5,8.6
17,2010,259.5,Growing,W,6,3.73375,0.571768638,0.216552804,0.009739049,13.155,0.595302444,2008,BorealForest,60.9,30.5,8.6
17,2010,259.5,Growing,W1,6,4.264166667,0.75510209,0.186479069,0.024984839,14.88416667,0.465909505,2008,BorealForest,60.9,30.5,8.6
17,2010,272.5,Growing,C,6,3.64875,0.411365865,0.257893399,0.026960833,11.85479167,0.796091396,2008,BorealForest,60.9,30.5,8.6
17,2010,272.5,Growing,W,6,3.854583333,0.32224764,0.216937169,0.010319476,13.43083333,0.893692714,2008,BorealForest,60.9,30.5,8.6
17,2010,272.5,Growing,W1,6,4.36625,0.675947021,0.185525035,0.028226176,15.33875,0.857570332,2008,BorealForest,60.9,30.5,8.6
17,2010,286.5,Shoulder,C,6,2.713333333,0.56007068,0.245697483,0.028540881,9.905416667,1.174452443,2008,BorealForest,60.9,30.5,8.6
17,2010,286.5,Shoulder,W,6,2.662916667,0.233513472,0.199455046,0.011694441,11.91875,0.869703973,2008,BorealForest,60.9,30.5,8.6
17,2010,286.5,Shoulder,W1,6,2.800833333,0.504216389,0.158992339,0.036073786,13.70958333,0.996731429,2008,BorealForest,60.9,30.5,8.6
17,2010,303.5,Shoulder,C,4,1.36275,0.240097376,0.292962615,0.022827996,4.5724375,0.907664594,2008,BorealForest,60.9,30.5,8.6
17,2010,303.5,Shoulder,W,4,1.88875,0.123246028,0.244958763,0.01547591,7.926625,1.086773771,2008,BorealForest,60.9,30.5,8.6
17,2010,303.5,Shoulder,W1,4,2.11375,0.570505989,0.25177842,0.016083921,9.183125,0.686347139,2008,BorealForest,60.9,30.5,8.6
17,2010,304.5,Shoulder,C,2,1.51,0.275771645,0.277545837,0.032198153,2.371125,0.403581195,2008,BorealForest,60.9,30.5,8.6
17,2010,304.5,Shoulder,W,2,1.52875,0.394212031,0.235216466,0.0126855,6.049125,1.100434928,2008,BorealForest,60.9,30.5,8.6
17,2010,304.5,Shoulder,W1,2,1.77875,0.139653589,0.21880688,0.003283985,7.2500625,1.255026148,2008,BorealForest,60.9,30.5,8.6
17,2011,110.5,Shoulder,C,2,1.163928774,0.068979417,0.246534903,0.025775698,3.307,0.495681854,2008,BorealForest,60.9,30.5,8.6
17,2011,110.5,Shoulder,W,2,1.243151673,0.202151526,0.25305659,0.07363459,4.907875,0.281958829,2008,BorealForest,60.9,30.5,8.6
17,2011,110.5,Shoulder,W1,2,1.955531565,0.531149046,0.226461657,0.026133638,6.42225,0.105712464,2008,BorealForest,60.9,30.5,8.6
17,2011,111.5,Shoulder,C,4,1.149810244,0.059556024,0.245708545,0.012070603,2.8708125,1.420766099,2008,BorealForest,60.9,30.5,8.6
17,2011,111.5,Shoulder,W,4,1.473003366,0.076640157,0.236004606,0.006735134,5.39675,0.712607945,2008,BorealForest,60.9,30.5,8.6
17,2011,111.5,Shoulder,W1,4,1.650149359,0.430060604,0.250200975,0.019160157,6.942125,1.197112246,2008,BorealForest,60.9,30.5,8.6
17,2011,124.5,Growing,C,5,1.653489666,0.316933849,0.245652093,0.02078912,5.1999,0.991786229,2008,BorealForest,60.9,30.5,8.6
17,2011,124.5,Growing,W,6,2.203569137,0.322415041,0.24220271,0.029909539,7.392083333,1.168115123,2008,BorealForest,60.9,30.5,8.6
17,2011,124.5,Growing,W1,6,2.566824169,0.622554347,0.242392261,0.021160815,9.401041667,1.148978464,2008,BorealForest,60.9,30.5,8.6
17,2011,146.5,Growing,C,5,2.875420531,0.72498498,0.225980211,0.014739289,11.571,0.720289872,2008,BorealForest,60.9,30.5,8.6
17,2011,146.5,Growing,W,5,3.409965029,0.234762207,0.22703188,0.017767364,13.232,0.833078628,2008,BorealForest,60.9,30.5,8.6
17,2011,146.5,Growing,W1,5,4.23508179,0.661534067,0.221375825,0.022053081,15.6,0.730673918,2008,BorealForest,60.9,30.5,8.6
17,2011,160.5,Growing,C,6,3.920850125,0.73126153,0.223397723,0.027437166,12.91583333,0.349791605,2008,BorealForest,60.9,30.5,8.6
17,2011,160.5,Growing,W,6,4.4393263,0.855873512,0.208342374,0.022230938,14.63416667,0.249628057,2008,BorealForest,60.9,30.5,8.6
17,2011,160.5,Growing,W1,6,4.856772079,0.587467302,0.191872579,0.028361117,16.48777778,0.363047927,2008,BorealForest,60.9,30.5,8.6
17,2011,171.5,Growing,C,6,4.409203428,0.572768565,0.246625827,0.024101332,11.55,0.550036362,2008,BorealForest,60.9,30.5,8.6
17,2011,171.5,Growing,W,6,5.136254902,1.013165623,0.221060233,0.022934767,13.2975,0.48751923,2008,BorealForest,60.9,30.5,8.6
17,2011,171.5,Growing,W1,6,5.313135091,0.742867718,0.200338346,0.023258634,15.14116667,0.566993974,2008,BorealForest,60.9,30.5,8.6
17,2011,199.5,Growing,C,6,12.47247815,3.014317357,0.215329702,0.021237909,20.93166667,0.702172818,2008,BorealForest,60.9,30.5,8.6
17,2011,199.5,Growing,W,6,10.85565868,3.096229936,0.184849452,0.037244404,22.62333333,0.645334539,2008,BorealForest,60.9,30.5,8.6
17,2011,199.5,Growing,W1,6,9.894212748,1.004854957,0.15390861,0.02308292,24.33458333,0.576086835,2008,BorealForest,60.9,30.5,8.6
17,2011,213.5,Growing,C,6,8.04761219,2.133942086,0.218364172,0.029014344,18.265,0.48273181,2008,BorealForest,60.9,30.5,8.6
17,2011,213.5,Growing,W,6,8.460783903,1.923020034,0.183770103,0.034336529,20.02083333,0.48445244,2008,BorealForest,60.9,30.5,8.6
17,2011,213.5,Growing,W1,6,7.649951836,1.206127846,0.156531023,0.024978873,21.59666667,0.570304012,2008,BorealForest,60.9,30.5,8.6
17,2011,229.5,Growing,C,6,6.661666667,0.726781719,0.279005554,0.017774638,17.815,0.285657137,2008,BorealForest,60.9,30.5,8.6
17,2011,229.5,Growing,W,6,6.939583333,1.04043911,0.21848722,0.002838496,19.56375,0.187748169,2008,BorealForest,60.9,30.5,8.6
17,2011,229.5,Growing,W1,6,7.235833333,0.797749439,0.215114904,0.024746263,21.21166667,0.212265557,2008,BorealForest,60.9,30.5,8.6
17,2011,242.5,Growing,C,6,7.50625,1.447531304,0.210298527,0.029023497,16.02666667,0.433147396,2008,BorealForest,60.9,30.5,8.6
17,2011,242.5,Growing,W,6,7.387916667,2.08660335,0.174236447,0.035267278,17.96416667,0.597924884,2008,BorealForest,60.9,30.5,8.6
17,2011,242.5,Growing,W1,6,7.02875,2.113372157,0.14926875,0.029437819,18.92366667,1.68797339,2008,BorealForest,60.9,30.5,8.6
17,2011,255.5,Growing,C,3,5.656666667,0.575251756,0.154062925,0.023709343,16.58166667,0.93856717,2008,BorealForest,60.9,30.5,8.6
17,2011,255.5,Growing,W,3,4.433333333,0.654285552,0.140615867,0.035055191,18.11833333,0.561612262,2008,BorealForest,60.9,30.5,8.6
17,2011,255.5,Growing,W1,3,4.743333333,0.327130835,0.116718427,0.012224936,19.94041667,0.565243771,2008,BorealForest,60.9,30.5,8.6
17,2011,276.5,Shoulder,C,6,5.561159914,3.158737856,0.158909626,0.030549788,10.62861111,1.239488432,2008,BorealForest,60.9,30.5,8.6
17,2011,276.5,Shoulder,W,6,4.056992558,2.261049745,0.121537953,0.024990957,12.5325,1.207131931,2008,BorealForest,60.9,30.5,8.6
17,2011,276.5,Shoulder,W1,6,4.125767319,2.255271991,0.116820644,0.0171037,13.95533333,1.078687474,2008,BorealForest,60.9,30.5,8.6
17,2011,292.5,Shoulder,C,6,1.839583333,0.239699899,0.189053196,0.034635894,7.12075,0.482927091,2008,BorealForest,60.9,30.5,8.6
17,2011,292.5,Shoulder,W,6,1.789166667,0.232876935,0.152862282,0.030068389,9.045,0.48245207,2008,BorealForest,60.9,30.5,8.6
17,2011,292.5,Shoulder,W1,6,2.07125,0.270812435,0.152878714,0.023669241,10.7625,0.412559087,2008,BorealForest,60.9,30.5,8.6
17,2011,304.5,Shoulder,C,6,1.67625,0.318593589,0.202387915,0.035309888,5.808,0.286667054,2008,BorealForest,60.9,30.5,8.6
17,2011,304.5,Shoulder,W,6,1.531666667,0.136552798,0.159162162,0.030879117,7.664041667,0.296192607,2008,BorealForest,60.9,30.5,8.6
17,2011,304.5,Shoulder,W1,6,1.845,0.247689322,0.157417912,0.024851092,9.358833333,0.253211703,2008,BorealForest,60.9,30.5,8.6
17,2012,89.5,NonGrowing,C,6,1.19188055,0.280062403,0.232808993,0.025217859,1.678359375,0.348632202,2008,BorealForest,60.9,30.5,8.6
17,2012,89.5,NonGrowing,W,6,2.225738158,1.754341984,0.219311932,0.036581908,4.5954375,0.334573508,2008,BorealForest,60.9,30.5,8.6
17,2012,89.5,NonGrowing,W1,6,1.848537008,0.809582969,0.225824053,0.022359443,6.11271875,0.406140041,2008,BorealForest,60.9,30.5,8.6
17,2012,108.5,Shoulder,C,6,1.694397237,0.439196386,0.258260585,0.02261726,2.87340625,1.182733185,2008,BorealForest,60.9,30.5,8.6
17,2012,108.5,Shoulder,W,6,1.757428579,0.380143249,0.238588469,0.024703866,4.8208125,1.058392147,2008,BorealForest,60.9,30.5,8.6
17,2012,108.5,Shoulder,W1,6,1.886812348,0.411002481,0.243713446,0.017225045,6.298275,0.505595499,2008,BorealForest,60.9,30.5,8.6
17,2012,125.5,Growing,C,6,3.021161973,1.050404776,0.238835822,0.023096703,9.6625,0.409960364,2008,BorealForest,60.9,30.5,8.6
17,2012,125.5,Growing,W,6,3.675468759,1.916630251,0.21737095,0.02389843,11.17154167,0.348092675,2008,BorealForest,60.9,30.5,8.6
17,2012,125.5,Growing,W1,6,4.339501167,2.272700007,0.219014125,0.018711394,12.80364583,0.460283272,2008,BorealForest,60.9,30.5,8.6
17,2012,139.5,Growing,C,6,4.822023363,0.731440028,0.237298353,0.02686246,12.94666667,0.998557293,2008,BorealForest,60.9,30.5,8.6
17,2012,139.5,Growing,W,6,4.943262853,1.72399639,0.220870677,0.026906857,13.88191667,0.691262281,2008,BorealForest,60.9,30.5,8.6
17,2012,139.5,Growing,W1,6,5.114790585,1.166056324,0.200917927,0.024370002,15.98166667,1.787032223,2008,BorealForest,60.9,30.5,8.6
17,2012,153.5,Growing,C,6,3.895322751,0.819125813,0.260561364,0.037911007,9.911666667,1.022934097,2008,BorealForest,60.9,30.5,8.6
17,2012,153.5,Growing,W,6,3.67956078,1.007811334,0.240931607,0.024356694,11.722125,1.266363828,2008,BorealForest,60.9,30.5,8.6
17,2012,153.5,Growing,W1,6,4.362968234,0.74620903,0.232029347,0.024445384,12.63770833,0.691373518,2008,BorealForest,60.9,30.5,8.6
17,2012,163.5,Growing,C,4,7.979093981,1.454269226,0.226357508,0.044807938,17.474375,0.406291024,2008,BorealForest,60.9,30.5,8.6
17,2012,163.5,Growing,W,4,6.718202418,0.527989913,0.218688604,0.026083142,18.59125,0.247668293,2008,BorealForest,60.9,30.5,8.6
17,2012,163.5,Growing,W1,4,8.400021014,0.249194117,0.192296512,0.014665569,19.1925,0.869402198,2008,BorealForest,60.9,30.5,8.6
17,2012,164.5,Growing,C,2,5.371540843,0.1159217,0.226085513,0.043541943,14.0225,0.650538239,2008,BorealForest,60.9,30.5,8.6
17,2012,164.5,Growing,W,2,5.88621557,3.489673032,0.190833806,0.014374017,15.2365625,0.202851258,2008,BorealForest,60.9,30.5,8.6
17,2012,164.5,Growing,W1,2,5.392462001,0.784548997,0.208641355,0.05217096,16.055,0.22627417,2008,BorealForest,60.9,30.5,8.6
17,2012,185.5,Growing,C,6,9.721473295,3.063190129,0.241879472,0.034042428,19.28875,0.505709279,2008,BorealForest,60.9,30.5,8.6
17,2012,185.5,Growing,W,6,9.716596214,2.519399264,0.223373686,0.02596884,20.71575,0.670487043,2008,BorealForest,60.9,30.5,8.6
17,2012,185.5,Growing,W1,6,9.251381992,1.801317125,0.221697021,0.022414495,21.44559028,0.653916039,2008,BorealForest,60.9,30.5,8.6
17,2012,200.5,Growing,C,4,8.7575,1.543714406,0.161098676,0.053802109,19.69375,0.137545447,2008,BorealForest,60.9,30.5,8.6
17,2012,200.5,Growing,W,4,6.745,0.725652006,0.162683256,0.044481531,20.57525,0.331686725,2008,BorealForest,60.9,30.5,8.6
17,2012,200.5,Growing,W1,4,6.513125,0.56724618,0.136597202,0.017081282,21.486875,0.480568902,2008,BorealForest,60.9,30.5,8.6
17,2012,219.5,Growing,C,6,6.900833333,1.508787317,0.193473122,0.036559149,18.13916667,1.344882585,2008,BorealForest,60.9,30.5,8.6
17,2012,219.5,Growing,W,6,6.383374707,1.144575231,0.181050261,0.031003839,19.34958333,0.889581948,2008,BorealForest,60.9,30.5,8.6
17,2012,219.5,Growing,W1,6,6.04,0.97636443,0.181483903,0.023122676,19.90833333,1.253815095,2008,BorealForest,60.9,30.5,8.6
17,2012,237.5,Growing,C,6,7.7275,2.206454736,0.147639224,0.035022398,18.39416667,0.912389263,2008,BorealForest,60.9,30.5,8.6
17,2012,237.5,Growing,W,6,6.81420804,1.07088383,0.137524678,0.036332229,19.49083333,0.716042364,2008,BorealForest,60.9,30.5,8.6
17,2012,237.5,Growing,W1,6,5.944166667,0.915877539,0.134382596,0.024727496,20.086,0.676089861,2008,BorealForest,60.9,30.5,8.6
17,2012,257.5,Growing,C,6,3.75625,0.68021458,0.11676274,0.021905333,13.46027778,1.049748579,2008,BorealForest,60.9,30.5,8.6
17,2012,257.5,Growing,W,6,3.255833333,0.781816261,0.103667947,0.013471567,14.9725,0.838676692,2008,BorealForest,60.9,30.5,8.6
17,2012,257.5,Growing,W1,6,2.812916667,0.12688988,0.108804308,0.012221481,15.99083333,0.952166827,2008,BorealForest,60.9,30.5,8.6
17,2012,278.5,Shoulder,C,4,2.050625,0.516975882,0.123901925,0.026906549,10.282125,0.475349805,2008,BorealForest,60.9,30.5,8.6
17,2012,278.5,Shoulder,W,4,1.9465,0.917143119,0.096186646,0.006835504,12.70114063,0.85481857,2008,BorealForest,60.9,30.5,8.6
17,2012,278.5,Shoulder,W1,4,1.99625,1.017845969,0.095356315,0.026935612,14.091375,0.333771472,2008,BorealForest,60.9,30.5,8.6
17,2012,279.5,Shoulder,C,2,1.69,0.427799603,0.09758077,0.000542936,7.19175,0.517602164,2008,BorealForest,60.9,30.5,8.6
17,2012,279.5,Shoulder,W,2,1.229830781,0.519962796,0.098808685,0.013650137,9.268125,0.430451253,2008,BorealForest,60.9,30.5,8.6
17,2012,279.5,Shoulder,W1,2,1.72525,0.773928372,0.099003631,0.002305524,10.819375,0.007954951,2008,BorealForest,60.9,30.5,8.6
17,2012,296.5,Shoulder,C,6,2.14125,0.412388621,0.144738731,0.024967285,8.3800625,0.303973002,2008,BorealForest,60.9,30.5,8.6
17,2012,296.5,Shoulder,W,4,1.9350625,0.215586446,0.119717669,0.00989335,10.2646875,0.134901102,2008,BorealForest,60.9,30.5,8.6
17,2012,296.5,Shoulder,W1,4,2.218125,0.402478649,0.126484352,0.021118642,12.008125,0.22974737,2008,BorealForest,60.9,30.5,8.6
17,2012,310.5,NonGrowing,C,4,1.256070091,0.414542595,0.15582231,0.013718649,2.639421875,0.394759359,2008,BorealForest,60.9,30.5,8.6
17,2012,310.5,NonGrowing,W,4,1.1479375,0.313789232,0.14043109,0.008978198,4.686125,0.249776609,2008,BorealForest,60.9,30.5,8.6
